NM_BAIRRO,POPULTOT,AreaKm2_p8,DnsPKm2_p8,geometry
,458,0.8623416,531.11203263,"POLYGON ((-51.106475163554194 -30.0414504241028, -51.106004277908596 -30.0414760861348, -51.105999092579395 -30.041476992749203, -51.10544011372959 -30.041574905075006, -51.1054359656497 -30.0415758108388, -51.1048303890256 -30.041749563666496, -51.1048283154558 -30.041750467764004, -51.1045359033644 -30.0418596550545, -51.1041937596522 -30.041987412236804, -51.1039564946749 -30.04224389535, -51.1038539261603 -30.0423594897947, -51.103850820023005 -30.0423649069438, -51.1035940241171 -30.0427928704282, -51.1035898816218 -30.042799190834803, -51.1034286267682 -30.0433362755282, -51.10342759419309 -30.043340788591298, -51.1033752088192 -30.043720190857197, -51.1033369969404 -30.043996941261103, -51.1031985826582 -30.0445565689682, -51.1031690238599 -30.0450592570786, -51.1027909128476 -30.045544167964998, -51.10214709169429 -30.0458776718911, -51.1020278582754 -30.045932813565695, -51.10173546808541 -30.0460718167723, -51.1014441387384 -30.0462103156508, -51.1007699801466 -30.046301076947802, -51.100334265627694 -30.0462571886923, -51.1002149559961 -30.046238327840303, -51.09978644051589 -30.0461321632195, -51.099785402300895 -30.046131261553597, -51.0997802157645 -30.046131265473008, -51.0997781411499 -30.046131267040703, -51.099771919121196 -30.0461330766434, -51.099619343985694 -30.0461877549137, -51.0992016040323 -30.046337460159197, -51.099192273661004 -30.046342881871503, -51.098640798275895 -30.046718714385502, -51.0986387254436 -30.046720520834793, -51.0986128132395 -30.0467412965491, -51.098600373547896 -30.0467494278926, -51.098587932060596 -30.046755754335297, -51.0980509335211 -30.047090060831, -51.097449536803495 -30.047342289678596, -51.0966043855481 -30.047614548223102, -51.0964758014012 -30.047659764743504, -51.095851532459 -30.047866880464102, -51.094809097947504 -30.047948853492297, -51.0939771621729 -30.0479494481108, -51.093190733063 -30.047805613307503, -51.093127440141096 -30.047788511394398, -51.092471576429496 -30.0474591677123, -51.0923916321808 -30.047419023498197, -51.091748167594595 -30.047067516356005, -51.09113270008879 -30.0466997426177, -51.0911212854948 -30.046695238239796, -51.09042093600289 -30.0465170342954, -51.09009096269801 -30.0463981362758, -51.09007954818539 -30.0463936318071, -51.090072284554196 -30.046390929408403, -51.090057757293096 -30.046385524609594, -51.0896592963527 -30.0462377937573, -51.0896582590439 -30.046237794461295, -51.0896530725004 -30.0462377979814, -51.088941478719 -30.046238278997002, -51.08850061445089 -30.046229550569695, -51.0882578761932 -30.0462206884524, -51.088252689650396 -30.0462206919172, -51.0875546208174 -30.046266278925398, -51.086898027900396 -30.046293785942495, -51.086892841353496 -30.046293789353793, -51.0862020866707 -30.0464016334678, -51.085598410903394 -30.046447148474694, -51.0855807773954 -30.046448062348002, -51.0855631423294 -30.046447171318597, -51.085327065426696 -30.046369806898294, -51.084771971809396 -30.0460741058297, -51.0845874605396 -30.046294990072496, -51.0844684747443 -30.046871890898398, -51.084500925415696 -30.047207214503402, -51.0843819396204 -30.0473298059289, -51.0843639114696 -30.047434369203604, -51.0842521369345 -30.0475245099576, -51.0845885670691 -30.0478073109461, -51.084942256393596 -30.0480102474438, -51.084963724397895 -30.0480126712507, -51.085301743904004 -30.0480508347433, -51.0854288678148 -30.047950473761098, -51.0856322404859 -30.0477899163891, -51.085759800570294 -30.047644961747896, -51.0863164263927 -30.0475637871487, -51.086803473987295 -30.0474710161783, -51.087023805042 -30.047366648836704, -51.0873021179531 -30.047430428878897, -51.087427861699005 -30.0472076188292, -51.0874470725944 -30.0469491794699, -51.0876558072777 -30.0469491794698, -51.087679000020294 -30.047088335925498, -51.0880224168414 -30.047400348435, -51.0883921768553 -30.047372447022294, -51.0889094322968 -30.0475179752588, -51.0892966938167 -30.047407236136202, -51.0898185305251 -30.047557988963103, -51.0902244035206 -30.0475000071066, -51.09054620282419 -30.047624668098102, -51.0905875595941 -30.0476471927674, -51.0908709012205 -30.0478015127604, -51.09121299417381 -30.047853696431204, -51.0915434907558 -30.0479928528868, -51.0916884453971 -30.048137807528096, -51.092372631303796 -30.0483581385827, -51.0927553115567 -30.048491496852698, -51.0933061391934 -30.048491496852698, -51.0931977378094 -30.048749431713897, -51.0932887446364 -30.0490713154177, -51.0936192412186 -30.049349628328898, -51.0940483069567 -30.0496163448688, -51.0940483069567 -30.0498540704804, -51.09439039991001 -30.050213557990695, -51.094663703726894 -30.050316046922003, -51.0950397967027 -30.050457081788004, -51.095700789866804 -30.050573045501004, -51.0961646447188 -30.0504686781593, -51.0966400959421 -30.050190365248096, -51.0969416015959 -30.049819281366503, -51.097683769359 -30.048590066008696, -51.098031660498 -30.0485668732661, -51.0987410456978 -30.0486482006419, -51.0992837695733 -30.0487104211514, -51.1012931399261 -30.048503093224003, -51.1019889222041 -30.048943755333497, -51.1025571443977 -30.049419206556696, -51.1028110278564 -30.0494436487531, -51.1031717520766 -30.0491640863881, -51.1037399742703 -30.0491872791307, -51.1062911759562 -30.049778694067005, -51.1090047268403 -30.0505092654589, -51.10950456538401 -30.050520455874008, -51.108952999755196 -30.0469569755687, -51.10890473999469 -30.046667461788598, -51.10865409772779 -30.0468155372597, -51.1083927931373 -30.046905997125496, -51.1077154479261 -30.0469264055086, -51.107420726302905 -30.046812034490703, -51.107243329003595 -30.0467968370789, -51.1070560777106 -30.045479426209702, -51.1067750671384 -30.043502369729204, -51.1067466874748 -30.0433029660369, -51.106510641203 -30.041644436930003, -51.106475163554194 -30.0414504241028))"
Agronomia,721,5.08354059,141.8302829,"POLYGON ((-51.1233030526527 -30.0553710441262, -51.1236161546777 -30.0559624590625, -51.1228851615537 -30.0580076845053, -51.1222876237042 -30.059679519126703, -51.1221415536611 -30.060088204460097, -51.1204006768798 -30.0649589554546, -51.120371111004 -30.065041677000597, -51.1203459779713 -30.065111996017798, -51.120572089199094 -30.0654582288354, -51.120624290882496 -30.0655381626631, -51.1205199235408 -30.066233944941093, -51.120406858920596 -30.066886240826705, -51.1201546378449 -30.0670080027253, -51.1198415358198 -30.0670601863961, -51.1195458283517 -30.067077580953097, -51.119215331769595 -30.0671819482948, -51.118719586896496 -30.067295012915004, -51.118453589413896 -30.0674370168973, -51.1182064474665 -30.0676516013325, -51.1181629610741 -30.0679820979145, -51.1181191134157 -30.068325253502103, -51.1179629236692 -30.069547608039905, -51.1174932706316 -30.0716175603169, -51.11699752575851 -30.0728438765818, -51.1167974883536 -30.073226556834697, -51.1164756890501 -30.073217859556298, -51.116247548698695 -30.072924698490198, -51.11578860405059 -30.0723568289873, -51.1147536279121 -30.072617747341496, -51.1136142844319 -30.073252648670096, -51.112130232610504 -30.074613029506395, -51.111840039623104 -30.074879039744904, -51.1090743050681 -30.077514315122702, -51.1085350738027 -30.0786971449953, -51.1096352795298 -30.0790798252482, -51.1118095991484 -30.078940668792498, -51.1136196060215 -30.078515670295303, -51.1153580887661 -30.078453621198005, -51.116749653322 -30.0786797504383, -51.117710702593506 -30.0788841364825, -51.1180319338094 -30.0788943937729, -51.1181617364952 -30.0788871825126, -51.1185105267218 -30.078831322877495, -51.1197923481977 -30.0782417700246, -51.120268304852495 -30.077976920161298, -51.120818945657 -30.0776930487988, -51.1213944864967 -30.077409152202296, -51.12197115048689 -30.077197447716802, -51.1226381258537 -30.077018144790898, -51.1231371265637 -30.076938264505394, -51.124161191641804 -30.076878645214602, -51.125047453729394 -30.076979784084603, -51.1267804690745 -30.077116203328703, -51.128476039675 -30.077179538091396, -51.1292935320952 -30.0770560062962, -51.129358866723095 -30.077036345966096, -51.129657596994896 -30.076946452812006, -51.131696974627495 -30.076494110882003, -51.131777986736196 -30.076477452616302, -51.133117090069696 -30.0762020970008, -51.1343502782208 -30.075801062460595, -51.134872946755294 -30.0755875515131, -51.135620536448 -30.0751996352083, -51.137564508907005 -30.0740840025088, -51.137671214849796 -30.073963865780204, -51.138059819761196 -30.073608798032204, -51.138318957370004 -30.073421720023305, -51.139051802602594 -30.0728993351192, -51.139881995722796 -30.0722514028042, -51.140210553408394 -30.072000173670002, -51.1405307295937 -30.071693000969404, -51.1409824737315 -30.071244002746003, -51.141329671909496 -30.070971994583598, -51.14198674402039 -30.070451479303397, -51.14232247307701 -30.0701442854356, -51.1429164116206 -30.069740249224502, -51.1432141750223 -30.069587837225, -51.1432139688461 -30.0695874128085, -51.143271000225596 -30.0695638872233, -51.14379355265459 -30.0693061209526, -51.14391917806719 -30.069265729206396, -51.14362850199821 -30.068533806528798, -51.143650027720504 -30.068352391276292, -51.14316782027711 -30.0685243807518, -51.1429039292281 -30.068277396674002, -51.1428487890862 -30.068172772608797, -51.142815368441696 -30.068020295308397, -51.142968428054004 -30.0676762971505, -51.1429682226162 -30.067533710766497, -51.142946200506394 -30.067371294206097, -51.1427923854744 -30.0671900690738, -51.14258367952189 -30.067076586658395, -51.1421333385089 -30.067038267751503, -51.1418364300241 -30.0669149522949, -51.1414777128025 -30.066373869527, -51.140818144318395 -30.065849351470202, -51.140466293853194 -30.065754969869502, -51.140070570579 -30.0654494612961, -51.139598437528804 -30.065402132357, -51.139126506099394 -30.065498290620795, -51.137604164355395 -30.065270666660602, -51.137472322402495 -30.0652139500143, -51.1371317177588 -30.06499501001, -51.1368563713354 -30.064699293365006, -51.136219899750394 -30.0643470955216, -51.1358895991389 -30.0640721898688, -51.13586814385229 -30.0640486637565, -51.1354719010784 -30.0636141763414, -51.1352866428193 -30.063324771415697, -51.135252523649704 -30.063271471466802, -51.1351857127785 -30.062969220022595, -51.13507557144761 -30.0628456975664, -51.1350752852323 -30.0626354275478, -51.1347894994896 -30.0622828629279, -51.1347881420922 -30.062047325446596, -51.1347651853517 -30.061949884548703, -51.1346530062467 -30.0618525347855, -51.134427584333295 -30.0616379821981, -51.13431522025241 -30.061403460252095, -51.1342689918062 -30.060974844571298, -51.134358774389796 -30.060622798415096, -51.1343812281836 -30.060349333788203, -51.1341555467711 -30.0599398521581, -51.1339737968873 -30.059794742788604, -51.133745445120695 -30.059711046908998, -51.1335082364098 -30.058441542633002, -51.1334837284981 -30.0579605624785, -51.1333628276762 -30.0575446560845, -51.1329865294075 -30.0569439492071, -51.1233030526527 -30.0553710441262))"
Agronomia,972,0.5262295,1847.10283251,"POLYGON ((-51.129358866723095 -30.077036345966096, -51.1292935320952 -30.0770560062962, -51.128476039675 -30.077179538091396, -51.1267804690745 -30.077116203328703, -51.125047453729394 -30.076979784084603, -51.124161191641804 -30.076878645214602, -51.1231371265637 -30.076938264505394, -51.1226381258537 -30.077018144790898, -51.12197115048689 -30.077197447716802, -51.1213944864967 -30.077409152202296, -51.120818945657 -30.0776930487988, -51.120268304852495 -30.077976920161298, -51.1197923481977 -30.0782417700246, -51.1185105267218 -30.078831322877495, -51.1181617364952 -30.0788871825126, -51.1180319338094 -30.0788943937729, -51.1167690422069 -30.080330033795498, -51.117551848107 -30.080673170091796, -51.1182461553079 -30.083372665838002, -51.1226367352307 -30.082449926048497, -51.1226790196369 -30.082393975164404, -51.1237379293279 -30.081107903523595, -51.124199391149396 -30.080866516715904, -51.1245372766333 -30.0805521469858, -51.124543167015695 -30.080545560158892, -51.1248522836839 -30.0801998953323, -51.1251187292674 -30.0800146414236, -51.125545811980295 -30.0796722085832, -51.126066197865896 -30.079264709079197, -51.126688319684 -30.0788968173876, -51.12703764516319 -30.078614015768498, -51.1272240935838 -30.078358443855002, -51.1281955473341 -30.0785280650796, -51.1280718436385 -30.0791580923498, -51.1287101862292 -30.079301861984302, -51.1288567623378 -30.078708812051797, -51.1291200459386 -30.077697815283003, -51.129344818488 -30.0773952756187, -51.129358866723095 -30.077036345966096))"
Agronomia,762,0.14672393,5193.42686636,"POLYGON ((-51.1180319338094 -30.0788943937729, -51.117710702593506 -30.0788841364825, -51.1140638818777 -30.0810188670338, -51.1134294447836 -30.0822073017702, -51.115069890463296 -30.0829126005802, -51.115490746662005 -30.0830935449295, -51.115982564201204 -30.083051600809, -51.11656444501239 -30.082826378881602, -51.1168472593417 -30.083303522115596, -51.1168290999613 -30.083743931448303, -51.11758039615469 -30.0837450685688, -51.1175636270522 -30.083605204524, -51.11767979024069 -30.083555466424002, -51.11785613112259 -30.083498454888197, -51.1182461553079 -30.083372665838002, -51.117551848107 -30.080673170091796, -51.1167690422069 -30.080330033795498, -51.1180319338094 -30.0788943937729))"
Agronomia,1152,0.37312246,3087.4582034,"POLYGON ((-51.1226367352307 -30.082449926048497, -51.1182461553079 -30.083372665838002, -51.11785613112259 -30.083498454888197, -51.11767979024069 -30.083555466424002, -51.1175636270522 -30.083605204524, -51.11758039615469 -30.0837450685688, -51.1168290999613 -30.083743931448303, -51.11578577654309 -30.0851481537244, -51.115006801437204 -30.086342769992, -51.115066819492 -30.087089941897396, -51.1153361765997 -30.0875914658155, -51.1170074545285 -30.0880285814374, -51.1203007055632 -30.089284527709598, -51.121768878256205 -30.089011529140404, -51.12198717256501 -30.0885312418713, -51.122024420807 -30.0883543382091, -51.1220627629704 -30.088172239168497, -51.12206688943 -30.088148537553895, -51.120173713231104 -30.088110563346497, -51.1196688855772 -30.087710337154, -51.1197206786259 -30.0859144252289, -51.11987544976561 -30.0860388219852, -51.1201828006624 -30.086191055351303, -51.1219218988865 -30.0863879539761, -51.121883577629895 -30.0861461766912, -51.1218486471044 -30.0855884981109, -51.122161961194095 -30.083841977250504, -51.122353112469696 -30.083174893084404, -51.122477001163894 -30.082661286761798, -51.1226367352307 -30.082449926048497))"
Agronomia,1181,0.57649647,2048.58149435,"POLYGON ((-51.1168290999613 -30.083743931448303, -51.1168472593417 -30.083303522115596, -51.11656444501239 -30.082826378881602, -51.115982564201204 -30.083051600809, -51.115490746662005 -30.0830935449295, -51.115069890463296 -30.0829126005802, -51.1134294447836 -30.0822073017702, -51.112042221517896 -30.084805864072802, -51.110724526709895 -30.087274184882396, -51.119246761546606 -30.0930811650213, -51.1193089771684 -30.093037791427005, -51.120681921989295 -30.0921359027526, -51.1216887836443 -30.091459949094602, -51.121531888587796 -30.091304873456096, -51.121437941145906 -30.090858250218602, -51.1214755588326 -30.090221992442796, -51.1216304661698 -30.0896045777657, -51.121683931041396 -30.0891984284967, -51.121768878256205 -30.089011529140404, -51.1203007055632 -30.089284527709598, -51.1170074545285 -30.0880285814374, -51.1153361765997 -30.0875914658155, -51.115066819492 -30.087089941897396, -51.115006801437204 -30.086342769992, -51.11578577654309 -30.0851481537244, -51.1168290999613 -30.083743931448303))"
Agronomia,1008,0.09775185,10311.82530049,"POLYGON ((-51.122024420807 -30.0883543382091, -51.12198717256501 -30.0885312418713, -51.121768878256205 -30.089011529140404, -51.121683931041396 -30.0891984284967, -51.1216304661698 -30.0896045777657, -51.1214755588326 -30.090221992442796, -51.121437941145906 -30.090858250218602, -51.121531888587796 -30.091304873456096, -51.1216887836443 -30.091459949094602, -51.1219942740772 -30.091771009920798, -51.1220995300363 -30.0918527396278, -51.1229171181146 -30.091139344316797, -51.1237505703986 -30.090402170178898, -51.124630400375004 -30.0902443160112, -51.1251975433758 -30.089835873828502, -51.1251343512725 -30.0891022466759, -51.1248489016794 -30.089049273119898, -51.1246193038471 -30.088847342845003, -51.124607603784895 -30.0886208403772, -51.1244850903888 -30.0885740290189, -51.124321181890195 -30.0884665404962, -51.1243064503949 -30.088456879821596, -51.124143712749905 -30.088607741384, -51.1236084805026 -30.088805879643697, -51.1232502687817 -30.0886555068235, -51.1228816045697 -30.088443776545496, -51.1224238920023 -30.0883909581651, -51.122024420807 -30.0883543382091))"
Agronomia,540,0.29846392,1809.26391371,"POLYGON ((-51.1282998497248 -30.089920235524204, -51.1279189623678 -30.090148213951103, -51.1281361656909 -30.0903880531024, -51.1280855798092 -30.090592957064796, -51.1275204793238 -30.0909698241368, -51.1267552473009 -30.091475028410695, -51.1255727123303 -30.0910781824751, -51.12439491659119 -30.091969108948703, -51.123522977086395 -30.092641346826596, -51.1239186619506 -30.092870196477097, -51.1242980114428 -30.0933120367455, -51.1246101000322 -30.0939073549046, -51.1247686872485 -30.094575013136204, -51.125082886765696 -30.0951928891341, -51.1253980492206 -30.0957484948077, -51.1256208678074 -30.0963195292534, -51.125852650065596 -30.096591846001903, -51.1261768894593 -30.0969335619733, -51.12636541772861 -30.096652721514698, -51.12671683122859 -30.0963302118817, -51.1269220996253 -30.096156745259496, -51.1272300159403 -30.0959082764688, -51.127625045080194 -30.095610990683497, -51.127801282852396 -30.095461916753802, -51.1285051920078 -30.0948665221068, -51.129232821095094 -30.094162807173902, -51.130128747387005 -30.093246358924294, -51.130302391768005 -30.093061675338895, -51.130325518650196 -30.0930411235327, -51.1305656921107 -30.092827692324505, -51.1283109608043 -30.089933953691897, -51.1282998497248 -30.089920235524204))"
Agronomia,755,0.13681627,5518.34953548,"POLYGON ((-51.1263795978941 -30.088241029279203, -51.1262314175035 -30.088411733244097, -51.1257417587418 -30.088536738548797, -51.1256327367898 -30.0884908178353, -51.125492924159296 -30.088714757204094, -51.1255472781483 -30.089023341399006, -51.1254778149127 -30.0890757493057, -51.1251343512725 -30.0891022466759, -51.1251975433758 -30.089835873828502, -51.124630400375004 -30.0902443160112, -51.1237505703986 -30.090402170178898, -51.1229171181146 -30.091139344316797, -51.1220995300363 -30.0918527396278, -51.122438872098705 -30.092116233757295, -51.1227348602442 -30.0922928375116, -51.123336039406496 -30.092533228911005, -51.123522977086395 -30.092641346826596, -51.12439491659119 -30.091969108948703, -51.1255727123303 -30.0910781824751, -51.1267552473009 -30.091475028410695, -51.1275204793238 -30.0909698241368, -51.1280855798092 -30.090592957064796, -51.1281361656909 -30.0903880531024, -51.1279189623678 -30.090148213951103, -51.1282998497248 -30.089920235524204, -51.1277902118272 -30.0892910168993, -51.1274479633871 -30.0894555931002, -51.1263795978941 -30.088241029279203))"
Agronomia,595,0.06526614,9116.51891777,"POLYGON ((-51.1252908602739 -30.086424151207893, -51.1248102394324 -30.086366342321497, -51.122892032146304 -30.086810342256804, -51.122446767597694 -30.0867475854343, -51.121984551792295 -30.086783245018495, -51.12205405133581 -30.087221733012008, -51.122087891407006 -30.0877351926259, -51.12206688943 -30.088148537553895, -51.1220627629704 -30.088172239168497, -51.122024420807 -30.0883543382091, -51.1224238920023 -30.0883909581651, -51.1228816045697 -30.088443776545496, -51.1232502687817 -30.0886555068235, -51.1236084805026 -30.088805879643697, -51.124143712749905 -30.088607741384, -51.1243064503949 -30.088456879821596, -51.124321181890195 -30.0884665404962, -51.1245022956676 -30.088226571684, -51.124586713561 -30.087687732599004, -51.12513567772901 -30.086865085682298, -51.1254670490637 -30.0864561916449, -51.1254578798578 -30.086444240258004, -51.1252908602739 -30.086424151207893))"
